Reading	Plate	Well	Type	Group	Sample	Meas. time [s]	RFU	Em	Ex	
8	1	 B03	Unknown	Assay	2 3/4	844.03	0.37379	520	490	
8	1	 C03	Unknown	Assay	3 3/4	844.28	0.306496	520	490	
8	1	 D03	Unknown	Assay	4 3/4	844.53	0.368604	520	490	
8	1	 E03	Unknown	Assay	5 3/4	844.78	0.431084	520	490	
8	1	 F03	Unknown	Assay	6 3/4	845.03	0.921641	520	490	
8	1	 G03	Unknown	Assay	7 3/4	845.28	0.232039	520	490	
8	1	 H03	Unknown	Assay	8 3/4	845.53	2.35033	520	490	
8	1	 H04	Unknown	Assay	8 4/4	845.78	2.12621	520	490	
8	1	 G04	Unknown	Assay	7 4/4	846.03	0.224266	520	490	
8	1	 F04	Unknown	Assay	6 4/4	846.28	0.822953	520	490	
8	1	 E04	Unknown	Assay	5 4/4	846.53	0.382452	520	490	
8	1	 D04	Unknown	Assay	4 4/4	846.78	0.294461	520	490	
8	1	 C04	Unknown	Assay	3 4/4	847.03	0.29861	520	490	
8	1	 B04	Unknown	Assay	2 4/4	847.28	0.337507	520	490	
8	1	 A04	Unknown	Assay	1 4/4	847.53	0.347747	520	490	
8	1	 A05	Unknown	Assay	9 1/4	847.78	0.209175	520	490	
8	1	 B05	Unknown	Assay	9 2/4	848.03	0.22229	520	490	
8	1	 C05	Unknown	Assay	9 3/4	848.28	0.231908	520	490	
8	1	 D05	Unknown	Assay	9 4/4	848.53	0.198028	520	490	
9	1	 A01	Unknown	Assay	1 1/4	959.78	0.350272	520	490	
9	1	 B01	Unknown	Assay	2 1/4	960.03	0.266806	520	490	
9	1	 C01	Unknown	Assay	3 1/4	960.28	0.334246	520	490	
9	1	 D01	Unknown	Assay	4 1/4	960.53	0.404461	520	490	
9	1	 E01	Unknown	Assay	5 1/4	960.78	0.465335	520	490	
9	1	 F01	Unknown	Assay	6 1/4	961.03	0.945014	520	490	
9	1	 G01	Unknown	Assay	7 1/4	961.28	0.210238	520	490	
9	1	 H01	Unknown	Assay	8 1/4	961.53	2.14205	520	490	
9	1	 H02	Unknown	Assay	8 2/4	961.78	2.32883	520	490	
9	1	 G02	Unknown	Assay	7 2/4	962.03	0.23951	520	490	
